Row ID,Original Advisory,Level,Keywords Extracted
203,"Light to moderate rain may intensify, increasing the chances of localized flooding.",1,"intensify(0.50), localized flooding(0.46), localized(0.43), moderate rain(0.31), flooding(0.25), light moderate(0.24), rain(0.23), moderate(0.21), light(0.21)"
204,Mountain communities are advised to watch for possible soil movement due to saturated ground.,1,"watch(0.53), ground(0.48), communities(0.40), mountain(0.39), advised(0.30), possible(0.29)"
205,Drainage-challenged areas may experience recurring water accumulation as rainbands continue.,1,"areas experience(0.46), water accumulation(0.44), accumulation(0.40), experience(0.39), drainage(0.31), water(0.29), continue(0.27), areas(0.17)"
206,Nearby rivers may swell from runoff; residents should monitor local advisories.,1,"runoff(0.49), advisories(0.41), monitor(0.41), residents(0.36), rivers(0.33), nearby(0.30), local(0.29)"
207,Heavy rainfall over the next few hours may trigger flashfloods in vulnerable zones.,1,"vulnerable zones(0.45), trigger(0.40), vulnerable(0.40), zones(0.35), flashfloods(0.34), heavy rainfall(0.28), hours(0.27), rainfall(0.21), heavy(0.20)"
208,Communities affected by earlier flooding should prepare for rising water again as new rain develops.,1,"rising water(0.42), earlier(0.40), rising(0.38), affected(0.35), prepare(0.35), communities(0.33), water(0.28), flooding(0.21), rain(0.20)"
209,Weather conditions may worsen in areas directly impacted by the shear line.,1,"worsen(0.47), conditions(0.43), weather(0.40), line(0.36), shear(0.36), shear line(0.36), areas(0.19)"
210,Evacuation may be necessary in places experiencing persistent water accumulation.,1,"experiencing(0.40), persistent(0.40), water accumulation(0.40), accumulation(0.37), evacuation(0.35), necessary(0.33), places(0.29), water(0.26)"
211,Landslide-prone areas are urged to remain vigilant due to continuous rainfall.,1,"areas urged(0.33), continuous rainfall(0.33), landslide prone(0.33), remain vigilant(0.33), vigilant(0.31), remain(0.30), urged(0.30), prone(0.29), landslide(0.28), continuous(0.27), rainfall(0.16), areas(0.12)"
212,Water levels in small rivers and streams may rise rapidly with incoming heavy rain.,1,"small(0.43), rise(0.41), water levels(0.41), levels(0.36), heavy rain(0.32), rivers(0.31), water(0.28), rain(0.21), heavy(0.19)"
213,Local authorities advise preparing emergency kits as rainfall may increase overnight.,1,"advise(0.48), authorities(0.48), overnight(0.48), emergency(0.42), local(0.28), rainfall(0.23)"
214,Flood-prone communities should expect possible road closures if rains intensify later.,1,"closures(0.32), intensify(0.32), prone communities(0.32), road closures(0.32), flood prone(0.30), road(0.29), expect(0.28), later(0.28), prone(0.28), communities(0.24), flood(0.24), possible(0.17), rains(0.16)"
215,Residents in coastal areas should watch for tide-assisted flooding during peak tide hours.,1,"tide(0.53), areas watch(0.37), peak(0.37), watch(0.37), residents(0.27), coastal areas(0.26), coastal(0.26), hours(0.22), flooding(0.18), areas(0.14)"
216,Continuous moderate to heavy rains may strain local drainage capacities.,1,"continuous(0.46), moderate heavy(0.43), heavy rains(0.39), drainage(0.38), local(0.33), rains(0.29), heavy(0.24), moderate(0.24)"
217,People living in hazard zones are advised to coordinate closely with local disaster councils.,1,"closely(0.40), disaster councils(0.38), living(0.33), people living(0.33), zones(0.31), councils(0.27), local disaster(0.27), disaster(0.26), people(0.26), local(0.24), advised(0.23)"
218,Moderate to heavy rainfall may worsen existing flood conditions in some barangays.,1,"worsen(0.44), barangays(0.41), conditions(0.39), moderate heavy(0.37), flood(0.36), heavy rainfall(0.30), rainfall(0.23), heavy(0.21), moderate(0.20)"
219,Nearby watercourses may overflow if rain persists beyond the next few hours.,1,"overflow rain(0.51), watercourses(0.51), overflow(0.48), nearby(0.31), hours(0.31), rain(0.23)"
220,Public is advised to avoid crossing swollen rivers and flooded pathways.,1,"avoid crossing(0.45), crossing(0.45), flooded(0.41), avoid(0.38), public(0.33), rivers(0.31), advised(0.26)"
221,Emergency services may respond to reports of rising water in low-lying communities.,1,"rising water(0.46), emergency(0.42), rising(0.42), communities(0.36), water(0.31), low lying(0.27), lying(0.27), low(0.25)"
222,Flashflood risk remains high in mountainous regions with steep slopes.,1,"regions(0.43), remains(0.43), steep(0.41), mountainous(0.39), slopes(0.34), high(0.32), risk(0.29)"
223,Intermittent heavy rains may cause sudden water surges in urban drainage systems.,1,"cause sudden(0.31), sudden water(0.31), surges(0.31), water surges(0.31), intermittent heavy(0.29), intermittent(0.27), urban(0.26), cause(0.25), sudden(0.25), drainage systems(0.25), heavy rains(0.21), drainage(0.21), systems(0.21), water(0.19), rains(0.16), heavy(0.13)"
224,Visibility on major roads may be reduced due to heavy downpours; motorists should slow down.,1,"downpours(0.44), visibility(0.44), motorists(0.41), slow(0.41), roads(0.36), major(0.35), heavy(0.19)"
225,Water levels may fluctuate quickly depending on rainfall intensity and drainage flow.,1,"water levels(0.57), levels(0.50), drainage(0.42), water(0.40), rainfall(0.30)"
226,Strong rainfall could trigger localized inundation in residential zones with poor runoff.,1,"rainfall trigger(0.37), runoff(0.37), trigger localized(0.37), residential(0.35), trigger(0.32), localized(0.31), strong(0.29), zones(0.29), poor(0.28), rainfall(0.17)"
227,Local government units advise preemptive evacuation if conditions continue to worsen.,1,"advise(0.41), government(0.41), local government(0.41), worsen(0.37), evacuation(0.35), conditions(0.34), continue(0.24), local(0.24)"
228,Isolated thunderstorms may enhance rainfall totals in already wet areas.,1,"isolated thunderstorms(0.61), isolated(0.54), thunderstorms(0.44), rainfall(0.30), areas(0.24)"
229,"Continuous moderate to heavy rainfall may cause sudden flooding in low-lying and urban areas, especially where drainage systems are inadequate; residents are advised to remain alert and monitor official updates",1,"advised remain(0.26), cause sudden(0.26), flooding low(0.26), residents advised(0.26), remain(0.23), especially(0.22), monitor(0.22), urban(0.22), cause(0.21), continuous(0.21), sudden(0.21), drainage systems(0.20), moderate heavy(0.20), residents(0.19), updates(0.19), drainage(0.17), systems(0.17), alert(0.17), heavy rainfall(0.16), advised(0.15), low lying(0.14), lying(0.14), low(0.13), flooding(0.12), rainfall(0.12), heavy(0.11), moderate(0.11), areas(0.09)"
230,"Rivers and creeks may rapidly rise due to persistent rains, posing a risk of overflow in nearby communities; people living along riverbanks are advised to take precautionary measures",1,"creeks(0.31), overflow(0.31), persistent(0.31), rise(0.30), living(0.27), people living(0.27), communities(0.24), measures(0.24), precautionary(0.24), precautionary measures(0.24), rivers(0.22), people(0.22), risk(0.21), nearby(0.20), advised(0.19), rains(0.17)"
231,Upland areas may experience flashfloods as soil saturation increases; local disaster councils are advised to closely monitor ground conditions,1,"areas experience(0.30), closely(0.30), councils advised(0.30), disaster councils(0.28), upland(0.28), upland areas(0.28), ground(0.27), experience(0.25), monitor(0.25), conditions(0.24), flashfloods(0.23), councils(0.20), local disaster(0.20), disaster(0.20), local(0.18), advised(0.17), areas(0.11)"
232,Riverside areas may experience prolonged flooding due to the combined effects of rainfall and high tide; motorists should avoid flooded roads when possible.,1,"areas experience(0.29), combined effects(0.29), riverside areas(0.29), combined(0.28), motorists(0.28), flooded(0.27), riverside(0.26), avoid(0.25), experience(0.25), roads(0.24), effects(0.23), high tide(0.22), tide(0.21), high(0.20), possible(0.16), flooding(0.14), rainfall(0.14), areas(0.11)"
233,"Intermittent heavy rains associated with weather disturbances may overwhelm drainage systems, leading to temporary road closures and water accumulation in residential areas",1,"closures(0.26), overwhelm(0.26), overwhelm drainage(0.26), residential areas(0.26), road closures(0.26), intermittent heavy(0.25), residential(0.25), water accumulation(0.25), associated(0.24), road(0.24), accumulation(0.23), intermittent(0.23), drainage systems(0.21), weather(0.20), heavy rains(0.18), drainage(0.18), systems(0.18), water(0.17), rains(0.13), heavy(0.11), areas(0.10)"
234,Severe flooding and landslides are predicted to occur frequently.,2,"predicted(0.50), severe flooding(0.50), severe(0.44), occur(0.39), landslides(0.29), flooding(0.25)"
235,"Flooding is likely to occur frequently, particularly in low-lying, urbanized, or river-front places.",2,"flooding likely(0.39), urbanized(0.39), particularly(0.38), likely(0.32), occur(0.32), places(0.29), river(0.25), low lying(0.23), lying(0.23), low(0.21), flooding(0.20)"
236,"In places that are moderately to very sensitive, landslides are likely.",2,"likely(0.65), places(0.59), landslides(0.48)"
237,"In extremely vulnerable places, landslides may occur.",2,"landslides occur(0.56), vulnerable(0.49), occur(0.43), places(0.39), landslides(0.32)"
238,Potential landslides or flash floods brought on by moderate to severe rains,2,"brought(0.38), landslides flash(0.38), potential landslides(0.38), potential(0.36), severe(0.33), flash floods(0.27), flash(0.27), floods(0.25), landslides(0.22), rains(0.20), moderate(0.16)"
239,Potential landslides or flash floods during strong thunderstorms,2,"landslides flash(0.38), potential landslides(0.38), strong thunderstorms(0.38), potential(0.36), strong(0.31), flash floods(0.27), flash(0.27), thunderstorms(0.26), floods(0.25), landslides(0.22)"
240,Flood warning issued due to continuous rains and rising river levels; evacuate vulnerable areas immediately.,2,"immediately(0.33), river levels(0.33), warning issued(0.33), evacuate(0.31), rising(0.29), vulnerable(0.29), continuous(0.27), warning(0.27), levels(0.26), issued(0.25), flood(0.24), river(0.20), rains(0.17), areas(0.12)"
241,Water levels rising near riverbanks; local authorities advise preparedness and possible evacuation.,2,"advise(0.37), authorities(0.37), preparedness(0.37), water levels(0.33), rising(0.32), evacuation(0.31), levels(0.29), near(0.25), water(0.23), local(0.22), possible(0.20)"
242,Severe flooding expected; all residents urged to follow evacuation orders and safety protocols.,2,"severe flooding(0.44), flooding expected(0.40), urged(0.40), severe(0.38), evacuation(0.37), residents(0.33), expected(0.24), flooding(0.21)"
243,Persistent heavy rains across the region; flood-prone zones should prepare for possible evacuation.,2,"prepare possible(0.36), flood prone(0.34), persistent(0.34), prone(0.31), evacuation(0.30), prepare(0.28), region(0.28), zones(0.28), flood(0.26), heavy rains(0.25), possible(0.19), rains(0.18), heavy(0.15)"
244,Flash flood alert in effect; avoid travel and stay indoors until further notice.,2,"flood alert(0.46), indoors(0.46), avoid(0.39), flood(0.34), stay(0.33), flash(0.32), alert(0.30)"
245,Heavy rainfall warning issued; risk of flash floods high in vulnerable zones.,2,"vulnerable zones(0.34), warning issued(0.34), rainfall warning(0.32), vulnerable(0.30), warning(0.28), issued(0.26), zones(0.26), flash floods(0.24), flash(0.24), high(0.23), floods(0.22), risk(0.22), heavy rainfall(0.21), rainfall(0.16), heavy(0.15)"
246,Flood alert raised to red; immediate evacuation recommended in high-risk barangays.,2,"flood alert(0.44), immediate(0.40), barangays(0.37), evacuation(0.37), flood(0.33), high(0.31), alert(0.29), risk(0.28)"
247,Flash flood warning in effect; avoid travel and remain indoors until alert lifted.,2,"indoors(0.46), remain(0.42), avoid(0.39), warning(0.38), flood(0.34), flash(0.32), alert(0.30)"
248,Heavy downpour expected; prepare for potential disruptions in transportation and power.,2,"potential(0.67), prepare(0.56), expected(0.39), heavy(0.30)"
249,Landslide risk warning activated; residents in steep slope areas urged to evacuate.,2,"activated(0.35), areas urged(0.35), slope(0.35), evacuate(0.33), steep(0.32), urged(0.32), landslide(0.30), warning(0.29), residents(0.26), risk(0.23), areas(0.13)"
250,Major flooding is likely in low areas; people should prepare.,2,"areas people(0.39), flooding likely(0.37), major flooding(0.37), low areas(0.35), major(0.31), prepare(0.31), likely(0.30), people(0.26), low(0.20), flooding(0.19), areas(0.14)"
251,Many places may experience strong floods and landslides.,2,"floods landslides(0.48), experience(0.46), strong(0.43), places(0.38), floods(0.36), landslides(0.32)"
252,"Flooding is very likely, especially in low or crowded areas and places near rivers.",2,"likely especially(0.41), flooding likely(0.39), near rivers(0.36), especially(0.34), likely(0.32), places(0.29), rivers(0.28), near(0.27), low(0.21), flooding(0.20), areas(0.15)"
253,Landslides are expected in areas where the ground is unstable.,2,"expected areas(0.54), unstable(0.51), ground(0.48), landslides(0.31), expected(0.29), areas(0.20)"
254,Landslides may happen in places with very soft or steep ground.,2,"happen(0.52), ground(0.49), steep(0.49), places(0.38), landslides(0.32)"
255,Heavy rain is expected today until tomorrow due to the shear line.,2,"expected today(0.41), today tomorrow(0.33), rain expected(0.32), heavy rain(0.29), today(0.29), tomorrow(0.29), line(0.29), shear(0.29), shear line(0.29), expected(0.22), rain(0.19), heavy(0.18)"
256,Heavy rain is expected tomorrow until the next day because of the shear line.,2,"expected tomorrow(0.42), day(0.40), rain expected(0.33), heavy rain(0.30), tomorrow(0.30), line(0.29), shear(0.29), shear line(0.29), expected(0.23), rain(0.19), heavy(0.18)"
257,Heavy rain is expected midweek due to the shear line.,2,"rain expected(0.43), heavy rain(0.39), line(0.39), shear(0.39), shear line(0.39), expected(0.30), rain(0.25), heavy(0.24)"
258,Very strong rain is expected today until tomorrow in many areas.,2,"expected today(0.47), today tomorrow(0.38), strong(0.37), rain expected(0.36), today(0.33), tomorrow(0.33), expected(0.26), rain(0.21), areas(0.17)"
259,Very strong rain is expected tomorrow until midweek in several regions.,2,"expected tomorrow(0.49), regions(0.46), strong(0.39), rain expected(0.38), tomorrow(0.35), expected(0.27), rain(0.22)"
260,Disaster officials should take all steps to protect people and property.,2,"officials(0.71), disaster(0.50), people(0.50)"
261,"Communities should prepare for strong winds, heavy rains, and high tide effects.",2,"strong winds(0.34), communities prepare(0.32), winds(0.32), tide effects(0.30), effects(0.27), prepare(0.27), strong(0.27), high tide(0.26), communities(0.25), tide(0.25), heavy rains(0.24), high(0.24), rains(0.18), heavy(0.15)"
262,Flooding continues in some areas as large rivers rise.,2,"rise(0.70), rivers(0.53), flooding(0.38), areas(0.29)"
263,Heavy rain is forecast in several regions until Wednesday because of a storm and the shear line.,2,"rain forecast(0.38), regions(0.38), storm(0.38), wednesday(0.32), forecast(0.29), heavy rain(0.29), line(0.28), shear(0.28), shear line(0.28), rain(0.18), heavy(0.17)"
264,Strong thunderstorms with heavy rain and wind are happening now and may last for a few hours.,2,"strong thunderstorms(0.49), happening(0.44), strong(0.39), heavy rain(0.35), thunderstorms(0.34), hours(0.29), rain(0.22), heavy(0.21)"
265,"Communities should prepare for flash floods, landslides, and river flooding.",2,"river flooding(0.38), communities prepare(0.36), floods landslides(0.33), landslides river(0.33), prepare(0.30), communities(0.28), flash floods(0.27), flash(0.27), floods(0.25), river(0.23), landslides(0.22), flooding(0.18)"
266,People should stay alert for hazards from the storm and keep monitoring updates.,2,"storm(0.41), hazards(0.37), monitoring updates(0.36), stay alert(0.33), updates(0.32), stay(0.31), monitoring(0.30), alert(0.29), people(0.29)"
267,Flooding along rivers and low places is possible; take precautions.,2,"flooding rivers(0.42), low places(0.42), places possible(0.42), precautions(0.38), places(0.30), rivers(0.29), possible(0.23), low(0.22), flooding(0.21)"
268,Communities should prepare for sudden flooding and high-tide effects.,2,"communities prepare(0.39), tide effects(0.36), sudden(0.34), effects(0.33), prepare(0.33), high tide(0.31), communities(0.30), tide(0.29), high(0.28), flooding(0.20)"
269,Coastal areas have been experiencing flooding for weeks because of high tides.,2,"areas experiencing(0.46), tides(0.46), experiencing(0.43), coastal areas(0.33), coastal(0.32), high(0.32), flooding(0.22), areas(0.17)"
270,People in mountain and low areas should watch for flash floods and landslides.,2,"areas watch(0.36), people mountain(0.36), watch(0.36), low areas(0.33), floods landslides(0.31), mountain(0.26), flash floods(0.26), flash(0.25), floods(0.24), people(0.24), landslides(0.21), low(0.19), areas(0.13)"
271,Take precautions against flooding and high tide effects linked to the storm.,2,"storm(0.43), precautions(0.41), tide effects(0.39), effects(0.36), high tide(0.34), tide(0.32), high(0.31), flooding(0.22)"
272,Communities should begin preparing for flash floods and river flooding.,2,"river flooding(0.47), floods river(0.45), communities(0.35), flash floods(0.34), flash(0.33), floods(0.31), river(0.28), flooding(0.23)"
273,People should prepare for rain-triggered flooding and landslides.,2,"prepare(0.59), people(0.48), landslides(0.43), flooding(0.36), rain(0.34)"
274,"The monsoon will bring light to heavy rain, and flooding in low places is possible.",2,"bring(0.37), flooding low(0.37), low places(0.37), places possible(0.37), monsoon(0.35), heavy rain(0.27), places(0.26), possible(0.20), low(0.19), flooding(0.18), rain(0.17), heavy(0.16), light(0.15)"
275,Those near mountains and rivers should stay alert for landslides and floods.,2,"mountains(0.40), near mountains(0.40), rivers stay(0.40), stay alert(0.31), stay(0.29), rivers(0.27), near(0.27), alert(0.26), floods(0.26), landslides(0.23)"
276,"Roads may be blocked, classes may stop, and crops may get damaged.",2,roads(1.00)
277,Low areas may flood because of poor drainage and high tide.,2,"low areas(0.40), poor drainage(0.37), high tide(0.34), poor(0.34), flood(0.33), tide(0.32), high(0.31), drainage(0.30), low(0.23), areas(0.16)"
278,"Communities should prepare for sudden flooding, landslides, and river overflow.",2,"communities prepare(0.41), overflow(0.41), landslides river(0.38), sudden(0.35), prepare(0.34), communities(0.32), river(0.26), landslides(0.25), flooding(0.21)"
279,People near rivers should stay alert for flash floods and landslides.,2,"rivers stay(0.35), people near(0.32), floods landslides(0.31), near rivers(0.31), stay alert(0.27), flash floods(0.25), stay(0.25), flash(0.25), rivers(0.24), near(0.24), alert(0.23), floods(0.23), people(0.23), landslides(0.21)"
280,Moderate to heavy rain is falling across the basin and may continue due to the ITCZ.,2,"basin(0.50), moderate heavy(0.46), heavy rain(0.44), continue(0.36), rain(0.28), heavy(0.26), moderate(0.26)"
281,Continuous torrential rain may trigger severe flash floods in highly exposed communities.,2,"highly(0.40), severe(0.38), trigger(0.38), continuous(0.36), communities(0.33), flash floods(0.31), flash(0.31), floods(0.29), rain(0.20)"
282,Widespread flooding is expected as river systems rise rapidly from heavy rainfall.,2,"widespread flooding(0.40), widespread(0.38), flooding expected(0.36), rise(0.36), river systems(0.32), systems(0.27), heavy rainfall(0.25), river(0.24), expected(0.22), flooding(0.19), rainfall(0.19), heavy(0.17)"
283,Landslides are highly possible in steep and heavily saturated mountain slopes.,2,"highly(0.46), steep(0.46), mountain slopes(0.39), slopes(0.37), mountain(0.37), landslides(0.29), possible(0.27)"
284,Evacuation is strongly advised in villages located near unstable hillsides.,2,"unstable(0.61), evacuation(0.55), near(0.43), advised(0.37)"
285,Severe storm conditions may produce flash floods within minutes in low-lying zones.,2,"minutes(0.40), storm(0.38), severe(0.35), conditions(0.33), zones(0.31), flash floods(0.29), flash(0.28), floods(0.26), low lying(0.22), lying(0.22), low(0.21)"
286,Intense thunderstorms may cause sudden landslides in vulnerable settlements.,2,"cause sudden(0.42), settlements(0.42), intense(0.37), vulnerable(0.37), cause(0.34), sudden(0.34), thunderstorms(0.29), landslides(0.24)"
287,Authorities warn that overflowing rivers may inundate nearby barangays.,2,"authorities(0.63), barangays(0.53), rivers(0.43), nearby(0.39)"
288,"Heavy rainfall may overwhelm drainage systems, causing widespread urban flooding.",2,"overwhelm(0.37), overwhelm drainage(0.37), urban flooding(0.37), widespread(0.35), urban(0.31), drainage systems(0.30), drainage(0.25), systems(0.25), heavy rainfall(0.23), flooding(0.18), rainfall(0.18), heavy(0.16)"
289,Emergency teams are on high alert due to the increasing risk of massive landslides.,2,"teams(0.52), emergency(0.48), high(0.38), alert(0.36), risk(0.35), landslides(0.32)"
290,Residents in flood-prone districts are urged to move to higher ground immediately.,2,"districts(0.37), immediately(0.37), flood prone(0.35), higher(0.35), ground(0.34), urged(0.34), prone(0.32), flood(0.28), residents(0.28)"
291,Rapid water rise expected in creeks and tributaries; avoid crossing flooded areas.,2,"avoid crossing(0.36), creeks tributaries(0.36), crossing(0.36), creeks(0.34), flooded(0.32), rise(0.32), tributaries(0.31), avoid(0.30), water(0.23), expected(0.20), areas(0.13)"
292,Landslide-prone communities should evacuate early to avoid nighttime hazards.,2,"early(0.37), landslide prone(0.37), prone communities(0.37), evacuate(0.35), prone(0.32), avoid(0.31), hazards(0.31), landslide(0.31), communities(0.27)"
293,Severe rainfall may cause soil erosion and slope collapse in multiple regions.,2,"slope(0.53), regions(0.50), severe(0.46), cause(0.43), rainfall(0.25)"
294,Floodwaters may reach dangerous depth levels if downpours continue for several hours.,2,"downpours(0.41), floodwaters(0.41), floodwaters reach(0.41), continue hours(0.37), reach(0.37), levels(0.33), hours(0.25), continue(0.24)"
295,Strong rain bands associated with the shear line may cause region-wide flooding.,2,"associated(0.42), cause(0.38), strong(0.37), region(0.36), line(0.33), shear(0.33), shear line(0.33), flooding(0.23), rain(0.21)"
296,"After heavy rain, the ground remains unstable; landslides may occur without warning.",2,"landslides occur(0.40), remains(0.38), unstable(0.38), ground(0.37), warning(0.33), occur(0.31), heavy rain(0.29), landslides(0.23), rain(0.18), heavy(0.17)"
297,Flash floods may develop in minutes during peak thunderstorm activity.,2,"activity(0.41), develop(0.41), minutes(0.41), peak(0.41), thunderstorm(0.32), flash floods(0.29), flash(0.28), floods(0.27)"
298,Major rivers may reach critical levels; continuous monitoring is essential.,2,"reach(0.47), continuous(0.43), levels(0.41), major(0.41), monitoring(0.36), rivers(0.35)"
299,Communities along steep terrain are advised to enforce preemptive evacuation.,2,"steep(0.58), evacuation(0.54), communities(0.48), advised(0.37)"
300,Multiple barangays may experience both river overflow and rain-induced flooding.,2,"overflow rain(0.42), overflow(0.40), induced(0.37), rain induced(0.37), barangays(0.35), experience(0.35), river(0.25), flooding(0.20), rain(0.19)"
301,Continuous strong rains may isolate some areas due to landslide-blocked roads.,2,"landslide(0.48), continuous(0.47), roads(0.47), strong(0.45), rains(0.29), areas(0.21)"
302,Emergency shelters should prepare for possible influx of evacuees due to rising hazards.,2,"prepare possible(0.49), emergency(0.43), rising(0.43), hazards(0.41), prepare(0.39), possible(0.26)"
303,High tide combined with heavy rain may worsen flooding in coastal neighborhoods.,2,"combined(0.43), worsen(0.41), high tide(0.34), heavy rain(0.32), tide(0.32), coastal(0.32), high(0.31), flooding(0.22), rain(0.21), heavy(0.20)"
304,Swift water currents may form in low areas; keep children indoors and safe.,2,"indoors(0.62), low areas(0.56), water(0.39), low(0.32), areas(0.23)"
